No,ST_NAME_E,ST_NAME_K,ST_CODE,Control_og,BS_CODE,Gage_type,River_system,EL_m,Time_Siries,Daily_Siries,Longitude,Latitude,Longitude_dms,Latitude_dms,X_EPSG5186,Y_EPSG5186
380,Hapcheon,합천,20164020,Kwater,201602,T/M,Nakdonggang,40,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.1611111,35.5575,128-09-40,35-33-27,305274.127813771,329567.462736035
381,Jukgo,죽고,20164030,MOLIT,201604,T/M,Nakdonggang,20,1996Y 01M?~ 2013Y 08M,1996Y 08M?~ 2013Y 08M,128.2930556,35.57194444,128-17-35,35-34-19,317216.689832004,331319.240474992
382,Changnyeong,창녕,20174010,MOLIT,201704,T/M,Nakdonggang,40,1980Y 07M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.4530556,35.53027778,128-27-11,35-31-49,331789.985298941,326898.059431605
383,Sinban,신반,20174020,MOLIT,201703,T/M,Nakdonggang,100,1981Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.3247222,35.46638889,128-19-29,35-27-59,320244.817795249,319644.971017787
384,Bongsu,봉수,20174030,MOLIT,201703,T/M,Nakdonggang,140,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.2363889,35.47833333,128-14-11,35-28-42,312209.794707719,320866.299021486
385,Jeokpogyo,적포교,20174040,MOLIT,201701,T/M,Nakdonggang,10,1996Y 01M?~ 2013Y 08M,1996Y 11M?~ 2013Y 08M,128.3591667,35.5275,128-21-33,35-31-39,323278.110155081,326468.356100229
386,Sancheong,산청,20181289,KMA,201806,basic,Nakdonggang,138.7,No Data,No Data,127.8791,35.41299,127-52-45,35-24-47,279847.167184595,313268.765938845
387,Macheon2,마천2,20184020,MOLIT,201805,basic,Nakdonggang,300,1980Y 06M?~ 1993Y 12M,1965Y 04M?~ 2005Y 12M,127.6666667,35.39444444,127-40-00,35-23-40,260565.745954516,311060.293689786
388,Shicheon,시천,20184040,MOLIT,201812,T/M,Nakdonggang,660,No Data,1965Y 04M?~ 1972Y 12M,127.8333333,35.26666667,127-50-00,35-16-00,275826.744948337,296998.0859181
389,Unbong2,운봉2,20184060,MOLIT,201804,T/M,Nakdonggang,460,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,127.54,35.44472222,127-32-24,35-26-41,249027.654476759,316568.420221846
390,Seosang,서상,20184070,MOLIT,201801,T/M,Nakdonggang,450,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,127.6852778,35.69861111,127-41-07,35-41-55,262021.891545921,344820.117418487
391,Jirisan,지리산,20184100,MOLIT,201811,T/M,Nakdonggang,340,1980Y 06M?~ 2013Y 08M,1966Y 01M?~ 2013Y 08M,127.8419444,35.35138889,127-50-31,35-21-05,276530.463131503,306404.652415459
392,Chahwang2,차황2,20184110,MOLIT,201808,T/M,Nakdonggang,340,1980Y 06M?~ 2013Y 08M,1966Y 01M?~ 2013Y 08M,127.9305556,35.48111111,127-55-50,35-28-52,284449.726047868,320869.822856658
393,Sugok2,수곡2,20184120,MOLIT,201814,basic,Nakdonggang,80,1980Y 06M?~ 2003Y 01M,1966Y 01M?~ 2005Y 12M,127.9347222,35.19583333,127-56-05,35-11-45,285126.562395366,289221.33681951
394,Sancheong,산청,20184130,Kwater,201806,T/M,Nakdonggang,130,1987Y 06M?~ 2013Y 08M,1976Y 04M?~ 2013Y 08M,127.8741667,35.41777778,127-52-27,35-25-04,279394.375225076,313796.008917476
395,Taesu,태수,20184140,Kwater,201813,T/M,Nakdonggang,85,1987Y 06M?~ 2013Y 08M,1980Y 01M?~ 2013Y 08M,127.8925,35.27,127-53-33,35-16-12,281207.261976211,297414.73940695
396,Samjeong,삼정,20184150,MOLIT,201805,T/M,Nakdonggang,600,1984Y 08M?~ 2013Y 08M,1984Y 01M?~ 2013Y 08M,127.6422222,35.35944444,127-38-32,35-21-34,258370.166608308,307162.357473868
397,Jungsan,중산,20184160,MOLIT,201812,T/M,Nakdonggang,620,1984Y 07M?~ 2013Y 08M,1984Y 01M?~ 2013Y 08M,127.7763889,35.27222222,127-46-35,35-16-20,270640.320899041,297572.438737819
398,Samga,삼가,20184170,Kwater,201809,T/M,Nakdonggang,80,1987Y 06M?~ 2013Y 08M,1987Y 10M?~ 2013Y 08M,128.1175,35.41361111,128-07-03,35-24-49,301500.67002883,313556.334243617
399,Unbong,운봉,20184180,Kwater,201804,T/M,Nakdonggang,500,1987Y 06M?~ 2013Y 08M,1987Y 10M?~ 2013Y 08M,127.5636111,35.44805556,127-33-49,35-26-53,251169.264805196,316950.22933473
400,Macheon,마천,20184190,Kwater,201805,T/M,Nakdonggang,260,1995Y 01M?~ 2013Y 08M,1994Y 11M?~ 2013Y 08M,127.6827778,35.40166667,127-40-58,35-24-06,262023.908248126,311871.587658748
401,Aneui,안의,20184200,Kwater,201802,T/M,Nakdonggang,200,1987Y 06M?~ 2013Y 08M,1994Y 01M?~ 2013Y 08M,127.8152778,35.6275,127-48-55,35-37-39,273853.394337892,337019.795768319
402,Sannae,산내1,20184210,Kwater,201804,T/M,Nakdonggang,860,1995Y 01M?~ 2013Y 08M,1994Y 11M?~ 2013Y 08M,127.5461111,35.34694444,127-32-46,35-20-49,249642.392535429,305723.072842674
403,Ayoung,아영,20184220,Kwater,201804,T/M,Nakdonggang,480,1994Y 01M?~ 2013Y 08M,1994Y 11M?~ 2013Y 08M,127.6155556,35.52583333,127-36-56,35-31-33,255831.449635097,325607.94513768
404,Seoha,서하,20184230,Kwater,201801,T/M,Nakdonggang,360,1994Y 01M?~ 2013Y 08M,1994Y 11M?~ 2013Y 08M,127.6813889,35.6375,127-40-53,35-38-15,261716.938066765,338037.060567916
405,Shicheon,시천,20184240,Kwater,201812,T/M,Nakdonggang,660,1995Y 01M?~ 2013Y 08M,1994Y 11M?~ 2013Y 08M,127.7238889,35.28416667,127-43-26,35-17-03,265853.810406784,298861.542651095
406,Hamyang,함양,20184250,Kwater,201803,T/M,Nakdonggang,180,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,127.7330556,35.51361111,127-43-59,35-30-49,266499.061876081,324324.737186219
407,Samjang,삼장,20184260,Kwater,201811,T/M,Nakdonggang,640,1994Y 01M?~ 2013Y 08M,1994Y 11M?~ 2013Y 08M,127.7866667,35.31472222,127-47-12,35-18-53,271538.066105993,302295.157401572
408,Imcheon,임천,20184270,Kwater,201805,T/M,Nakdonggang,135,1995Y 01M?~ 2013Y 08M,1994Y 11M?~ 2013Y 08M,127.7911111,35.46444444,127-47-28,35-27-52,271809.397298743,318910.240356877
409,Cheongam,청암,20184280,Kwater,201813,T/M,Nakdonggang,260,1995Y 01M?~ 2013Y 08M,1994Y 11M?~ 2013Y 08M,127.8436111,35.20111111,127-50-37,1935-12-04,276823.752974416,289732.670025322
410,Changchon,창촌,20184290,Kwater,201813,T/M,Nakdonggang,60,1995Y 01M?~ 2013Y 08M,1994Y 11M?~ 2013Y 08M,127.9202778,35.17861111,127-55-13,35-10-43,283828.737588013,287298.276031557
411,Sugok,수곡,20184300,Kwater,201810,T/M,Nakdonggang,120,1995Y 01M?~ 2013Y 08M,1994Y 11M?~ 2013Y 08M,127.9283333,35.23555556,127-55-42,35-14-08,284503.51747547,293623.043385965
412,Chahwang,차황,20184310,Kwater,201808,T/M,Nakdonggang,360,1995Y 01M?~ 2013Y 08M,1994Y 11M?~ 2013Y 08M,127.9322222,35.49166667,127-55-56,35-29-30,284589.914683449,322042.43529116
413,Shinan,신안,20184320,Kwater,201809,T/M,Nakdonggang,55,1994Y 01M?~ 2013Y 08M,1994Y 01M?~ 2013Y 08M,127.9958333,35.32,127-59-45,35-19-12,290553.992722038,303051.795583577
414,Sindeung,신등,20184350,Kwater,201808,T/M,Nakdonggang,,No Data,No Data,127.9908333,35.40888889,127-59-27,35-24-32,290000.590364141,312909.707898079
415,Gupyeong,구평,20184360,Kwater,201806,T/M,Nakdonggang,414,No Data,No Data,127.8622222,35.55444444,127-51-44,35-33-16,278177.036631354,328950.144235694
416,Jinju,진주,20191192,KMA,201901,basic,Nakdonggang,27.1,No Data,No Data,128.04002,35.16379,128-02-24,35-09-50,294753.715221935,285761.389682157
417,Jinju,진주,20194020,Kwater,201901,T/M,Nakdonggang,26,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.0866667,35.1875,128-05-12,1935-11-15,298975.007182681,288437.458600891
418,Jinyang,진양,20194030,MOLIT,201904,T/M,Nakdonggang,50,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.2636111,35.17305556,128-15-49,1935-10-23,315112.522544956,287025.31990882
419,Haman,함안,20194040,MOLIT,201909,T/M,Nakdonggang,8,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.4005556,35.2925,128-24-02,35-17-33,327401.771541388,300445.519926441
420,Jeongam,정암,20194050,MOLIT,201905,T/M,Nakdonggang,22,1995Y 01M?~ 2013Y 08M,1995Y 10M?~ 2013Y 08M,128.2955556,35.31333333,128-17-44,35-18-48,317819.650056588,302627.228790508
421,Georyonggang,거룡강,20194060,MOLIT,201910,T/M,Nakdonggang,15,1995Y 01M?~ 2013Y 08M,1994Y 12M?~ 2013Y 08M,128.4294444,35.39083333,128-25-46,35-23-27,329872.333375853,311393.931317757
422,Chilgok,칠곡,20194070,MOLIT,201907,T/M,Nakdonggang,80,1998Y 01M?~ 2013Y 08M,1998Y 01M?~ 2013Y 08M,128.1947222,35.34111111,128-11-41,35-20-28,308612.087764071,305594.085531378
423,Doomoon,두문,20194075,MOLIT,201902,T/M,Nakdonggang,,2008Y 12M?~ 2013Y 08M,2008Y 12M?~ 2013Y 08M,128.1911111,35.09861111,128-11-28,35-05-55,308606.416435475,278684.10050749
424,Yeongsan,영산,20204010,MOLIT,202004,T/M,Nakdonggang,45,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.5277778,35.45361111,128-31-40,35-27-13,338699.423394711,318493.409024002
425,Susan,수산,20204020,MOLIT,202009,T/M,Nakdonggang,10,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.7138889,35.36527778,128-42-50,35-21-55,355767.043713986,308968.886956893
426,Imhaejin,임해진,20204030,MOLIT,202004,T/M,Nakdonggang,13,1996Y 01M?~ 2013Y 08M,1995Y 10M?~ 2013Y 08M,128.6008333,35.39527778,128-36-03,35-23-43,345437.181998997,312125.653801262
427,Jindong,진동,20204040,MOLIT,202004,T/M,Nakdonggang,15,1996Y 01M?~ 2013Y 08M,1996Y 11M?~ 2013Y 08M,128.4836111,35.38333333,128-29-01,35-23-00,334806.495317669,310634.207284556
428,Naejin,내진,20204050,MOLIT,202006,T/M,Nakdonggang,40,2000Y 07M?~ 2013Y 08M,2000Y 07M?~ 2013Y 08M,128.6508333,35.52222222,128-39-03,35-31-20,349744.626607569,326286.627955987
429,Milyang,밀양,20211288,KMA,202109,basic,Nakdonggang,10.7,No Data,No Data,128.7441,35.49148,128-44-39,35-29-29,358265.873875253,323020.948449382
430,Milyang,밀양2,20214020,MOLIT,202109,T/M,Nakdonggang,10,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.7855556,35.46111111,128-47-08,35-27-40,362089.069099232,319718.30388303
431,Sannae,산내,20214030,MOLIT,202106,T/M,Nakdonggang,200,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,128.8625,35.56583333,128-51-45,35-33-57,368855.201686662,331468.311802888
432,Cheongdo,청도,20214040,MOLIT,202104,T/M,Nakdonggang,300,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.7552778,35.69444444,128-45-19,35-41-40,358878.57491282,345561.580794397
433,Yongseong,용성,20214050,MOLIT,202102,T/M,Nakdonggang,250,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.8725,35.79166667,128-52-21,35-47-30,369284.047757865,356546.721376382
434,Sannae,산내2,20214060,Kwater,202101,T/M,Nakdonggang,200,2003Y 11M?~ 2013Y 08M,2003Y 11M?~ 2013Y 08M,129.0202778,35.77555556,129-01-13,35-46-32,382682.532570885,355024.324178177
435,Suwol,수월,20214090,MOLIT,202103,T/M,Nakdonggang,350,1998Y 01M?~ 2013Y 08M,1998Y 04M?~ 2013Y 08M,128.5547222,35.66666667,128-33-17,35-40-00,340772.600080922,342173.129073604
436,Seonri,선리,20214100,Kwater,202105,T/M,Nakdonggang,300,2002Y 03M?~ 2013Y 08M,2001Y 01M?~ 2013Y 08M,129.0033333,35.5175,129-00-12,35-31-03,381733.918614364,326355.293859134
437,Milyang Dam,밀양댐,20214110,Kwater,202105,T/M,Nakdonggang,150,2002Y 03M?~ 2013Y 08M,2001Y 01M?~ 2013Y 08M,128.9347222,35.48138889,128-56-05,35-28-53,375587.627605331,322223.695749384
438,Unmun,운문(소문),20214120,Kwater,202101,T/M,Nakdonggang,,2003Y 11M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,129.0038889,35.66055556,129-00-14,35-39-38,381461.066933944,342231.691939366
439,Unmundam,운문댐,20214130,Kwater,202102,T/M,Nakdonggang,,2003Y 11M?~ 2013Y 08M,2003Y 11M?~ 2013Y 08M,128.9163889,35.71805556,128-54-59,35-43-05,373412.0187384,348454.542385433
440,Daehyeon,대현,20214135,Kwater,202101,T/M,Nakdonggang,,No Data,No Data,129.0580556,35.72666667,129-03-29,35-43-36,386212.948438716,349669.882723881
441,Jaeyaksan,재약산,20214140,Kwater,202105,T/M,Nakdonggang,,No Data,No Data,129.0147222,35.56444444,129-00-53,35-33-52,382660.682632523,331585.91402235
442,Sangbuk,상북,20224010,MOLIT,202203,T/M,Nakdonggang,180,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,129.0666667,35.41861111,129-04-00,35-25-07,387709.843087936,315499.91824501
443,Gumcheon,금천,20224020,MOLIT,202102,T/M,Nakdonggang,100,No Data,1966Y 03M?~ 1979Y 12M,128.9,35.41666667,128-54-00,35-25-00,372574.180759989,314980.298444514
444,Gimhae,김해,20224030,MOLIT,202206,T/M,Nakdonggang,10,1987Y 06M?~ 2013Y 08M,1987Y 06M?~ 2013Y 08M,128.8752778,35.22972222,128-52-31,35-13-47,370721.143101883,294192.859366044
445,Yangsan,양산,20224040,MOLIT,202204,T/M,Nakdonggang,10,1995Y 01M?~ 2013Y 08M,1994Y 12M?~ 2013Y 08M,129.0361111,35.3575,129-02-10,35-21-27,385073.791896448,308660.740250642
446,Samrangjin,삼랑진,20224050,MOLIT,202201,T/M,Nakdonggang,10,1996Y 01M?~ 2013Y 08M,1996Y 11M?~ 2013Y 08M,128.8219444,35.3825,128-49-19,35-22-57,365553.560110794,311055.431901561
447,Gupo,구포,20224060,MOLIT,202208,T/M,Nakdonggang,,2006Y 01M?~ 2013Y 08M,2006Y 01M?~ 2013Y 08M,128.9936111,35.25361111,128-59-37,35-15-13,381442.122265646,297053.673011009
448,Gigye1,기계1,21014010,MOLIT,210107,T/M,hyeongsangang,10,1983Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,129.1952778,36.07555556,129-11-43,36-04-32,397760.326497161,388659.817925763
449,Gyeongju1,경주1,21014020,MOLIT,210103,T/M,hyeongsangang,35,1981Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,129.3036111,35.7725,129-18-13,35-46-21,408314.902827547,355250.733018158
450,Angyedam,안계댐,21014030,Kwater,210107,T/M,hyeongsangang,,No Data,No Data,129.2688889,36.01,129-16-08,36-00-36,404562.208979269,381536.239124539
451,Geoncheon,건천,21014040,MOLIT,210102,T/M,hyeongsangang,100,1998Y 03M?~ 2013Y 08M,1998Y 06M?~ 2013Y 08M,129.085,35.85833333,129-05-06,35-51-30,388340.094981204,364333.558327044
452,Gibuk,기북,21014050,MOLIT,210107,T/M,hyeongsangang,120,1998Y 03M?~ 2013Y 08M,1998Y 06M?~ 2013Y 08M,129.1616667,36.12555556,129-09-42,36-07-32,394608.62556795,394141.245368555
453,Oksan,옥산,21014060,MOLIT,210106,T/M,hyeongsangang,60,1998Y 03M?~ 2013Y 08M,1998Y 06M?~ 2013Y 08M,129.1794444,35.995,129-10-46,35-59-42,396533.931291687,379687.307630761
454,Gyeongju2,경주2,21014070,MOLIT,210108,T/M,hyeongsangang,20,1998Y 03M?~ 2013Y 08M,1998Y 06M?~ 2013Y 08M,129.2016667,35.83805556,129-12-06,35-50-17,398930.979564868,362314.165801554
455,Geomdan,검단,21014080,MOLIT,210108,T/M,hyeongsangang,80,1998Y 03M?~ 2013Y 08M,1998Y 03M?~ 2013Y 08M,129.2077778,35.9325,129-12-28,35-55-57,399246.367646339,372808.328595487
456,Dudong,두동,21014090,MOLIT,210101,T/M,hyeongsangang,90,1998Y 03M?~ 2013Y 08M,1998Y 06M?~ 2013Y 08M,129.2069444,35.70138889,129-12-25,35-42-05,399749.586160416,347157.507508986
457,Gigye2,기계2,21014100,MOLIT,210107,T/M,hyeongsangang,30,1998Y 03M?~ 2013Y 08M,1998Y 06M?~ 2013Y 08M,129.2383333,36.05194444,129-14-18,1936-03-07,401699.857042393,386127.72997187
458,Cheonbuk,천북,21014110,MOLIT,210109,T/M,hyeongsangang,80,1998Y 03M?~ 2013Y 08M,1998Y 06M?~ 2013Y 08M,129.2905556,35.9225,129-17-26,35-55-21,406744.129706502,371870.683410822
459,Bulguksa,불국사,21014120,MOLIT,210103,T/M,hyeongsangang,70,1998Y 03M?~ 2013Y 08M,1998Y 06M?~ 2013Y 08M,129.2944444,35.75416667,129-17-40,35-45-15,407533.464974379,353196.586514994
460,Deokdong,덕동,21014130,MOLIT,210104,T/M,hyeongsangang,260,1998Y 03M?~ 2013Y 08M,1998Y 06M?~ 2013Y 08M,129.3216667,35.84333333,129-19-18,35-50-36,409761.473135068,363150.681671735
461,Pohang,포항,21014140,MOLIT,210109,T/M,hyeongsangang,20,1998Y 03M?~ 2013Y 08M,1998Y 06M?~ 2013Y 08M,129.3066667,35.99805556,129-18-24,35-59-53,408000.200404479,380290.574961245
462,Ulsan,울산,22011152,KMA,220106,basic,Taehwagang,34.6,No Data,No Data,129.32026,35.56014,129-19-13,35-33-37,410377.515021087,331718.093137055
463,Gunggeunjeong,궁근정,22014010,MOLIT,220101,T/M,Taehwagang,200,1982Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,129.0411111,36.60833333,129-02-28,36-36-30,382621.581003524,447488.440534062
464,Hogye,호계,22014020,MOLIT,220105,T/M,Taehwagang,20,1976Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,129.3558333,35.62555556,129-21-21,35-37-32,413429.690877976,339054.641548765
465,Geumgok,금곡,22014030,MOLIT,220102,T/M,Taehwagang,80,1978Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,129.1586111,35.52361111,129-09-31,35-31-25,395807.317039323,327330.875058663
466,Cheokgwa,척과,22014040,MOLIT,220104,T/M,Taehwagang,100,1975Y 06M?~ 2008Y 12M,1965Y 04M?~ 2008Y 12M,129.2786111,35.61222222,129-16-43,35-36-44,406466.723666825,337409.972945899
467,Sungeum,순금,22014050,MOLIT,220105,T/M,Taehwagang,200,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,129.3263889,35.71666667,129-19-35,35-43-00,410522.11221363,349102.837200083
468,Sayeondam,사연댐,22014054,Kwater,220104,T/M,Taehwagang,,No Data,No Data,129.1961111,35.57777778,129-11-46,35-34-40,399075.446857029,333417.305207116
469,Daeamdam,대암댐,22014060,Kwater,220101,T/M,Taehwagang,,No Data,No Data,129.1830556,35.54527778,129-10-59,35-32-43,397971.751784555,329784.216798691
470,Ulsan,울산,22014080,MOLIT,220106,T/M,Taehwagang,10,2000Y 03M?~ 2013Y 08M,2000Y 01M?~ 2013Y 08M,129.3091667,35.55277778,129-18-33,35-33-10,409390.668838733,330877.383774559
471,Daegok(ha),대곡(하),22014084,Kwater,220103,T/M,Taehwagang,,No Data,No Data,129.1686111,35.61861111,129-10-07,35-37-07,396482.319075785,337893.603249544
472,Jodong,조동,22014090,MOLIT,220104,T/M,Taehwagang,,2008Y 12M?~ 2013Y 08M,2008Y 12M?~ 2013Y 08M,129.2047222,35.5725,129-12-17,35-34-21,399869.278935889,332849.04117374
473,Myeonggok,명곡,23014010,MOLIT,230102,T/M,Hoeya_Suyeong,20,2006Y 11M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,129.1722222,35.41888889,129-10-20,35-25-08,397297.974267828,315736.40581488
474,Busan,부산,23021159,KMA,230206,basic,Hoeya_Suyeong,69.2,No Data,No Data,129.03203,35.10468,129-01-55,1935-06-17,385277.012569066,280598.098393318
475,Uljin,울진,24011130,KMA,240102,basic,Nakdonggangdonghae,47,No Data,No Data,129.41278,36.99176,129-24-46,36-59-30,414806.43241918,490820.824717307
476,Yeongdeok,영덕,24011277,KMA,240110,basic,Nakdonggangdonghae,41.2,No Data,No Data,129.40936,36.53331,129-24-34,36-31-60,415783.409161447,439924.578101076
477,Subi,수비,24014010,MOLIT,240103,T/M,Nakdonggangdonghae,300,2008Y 01M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,129.205,36.7625,129-12-18,36-45-45,396893.40053552,464924.45705023
478,Pohang,포항,24021138,KMA,240208,basic,Nakdonggangdonghae,1.3,No Data,No Data,129.37963,36.03259,129-22-47,36-01-57,414487.058006534,384281.78316963
479,gampodam,감포댐,24034010,Kwater,240304,T/M,Nakdonggangdonghae,,No Data,No Data,129.5127778,35.83305556,129-30-46,35-49-59,427060.953042874,362436.858115502
480,Namhae,남해,25021295,KMA,250202,basic,Nakdonggangnamhae,43.2,No Data,No Data,127.92641,34.81663,127-55-35,34-48-60,284759.800131635,247143.274307882
481,Geojae,거제,25031294,KMA,250302,basic,Nakdonggangnamhae,44.5,No Data,No Data,128.60453,34.88818,128-36-16,34-53-17,346680.274576302,255864.553111018
482,Gucheondam,구천댐,25034050,Kwater,250304,T/M,Nakdonggangnamhae,,No Data,No Data,128.6475,34.84722222,128-38-51,34-50-50,350683.531417277,251383.902909429
483,Yeonchodam,연초댐,25034052,Kwater,250302,T/M,Nakdonggangnamhae,,No Data,No Data,128.6638889,34.94055556,128-39-50,34-56-26,352010.55135054,261764.457032318
484,Changwon,창원,25041155,KMA,250406,basic,Nakdonggangnamhae,36.8,No Data,No Data,128.57285,35.1702,128-34-22,1935-10-13,343290.763136527,287110.273408266
485,Tongyeong,통영,25041162,KMA,250109,basic,Nakdonggangnamhae,30.8,No Data,No Data,128.4356,34.84546,128-26-08,34-50-44,331304.023878315,250890.341182982
486,Myeongji,명지,25044010,MOLIT,250408,T/M,Nakdonggangnamhae,5,1989Y 04M?~ 2013Y 08M,1979Y 01M?~ 2013Y 08M,128.925,35.10611111,128-55-30,1935-06-22,375513.842821453,280563.004436717
487,Jangsu,장수,30011248,KMA,300101,basic,Geumgang,407,No Data,No Data,127.52029,35.65695,127-31-13,35-39-25,247113.801229469,340105.954987057
488,Jinan,진안,30014010,MOLIT,300105,T/M,Geumgang,308,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,127.4230556,35.78333333,127-25-23,35-46-60,238248.429647074,354086.536917247
489,Anseongjang,안성장,30014020,MOLIT,300103,T/M,Geumgang,460,1980Y 08M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,127.6497222,35.84277778,127-38-59,35-50-34,258697.80602116,360794.546190361
490,Yongdam,용담,30014030,MOLIT,300108,basic,Geumgang,,1980Y 06M?~ 1993Y 12M,1965Y 04M?~ 1999Y 06M,127.5361111,35.94416667,127-32-10,35-56-39,248372.025035155,371982.312866663
491,Jangsu,장수,30014040,MOLIT,300101,T/M,Geumgang,430,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,127.5227778,35.64805556,127-31-22,35-38-53,247344.329448312,339120.276098859
492,Daebul,대불,30014080,MOLIT,300107,T/M,Geumgang,396,1980Y 06M?~ 2013Y 08M,1973Y 01M?~ 2013Y 08M,127.3652778,35.96222222,127-21-55,35-57-44,232950.564155691,373914.562155855
493,Wontongsa,원통사,30014120,MOLIT,300103,T/M,Geumgang,800,1983Y 07M?~ 2013Y 08M,1983Y 01M?~ 2013Y 08M,127.6972222,35.81666667,127-41-50,35-49-00,263009.799176921,357926.83602322
494,Bugwee,부귀,30014140,Kwater,300106,T/M,Geumgang,396,2003Y 12M?~ 2013Y 08M,1999Y 06M?~ 2013Y 08M,127.3991667,35.86222222,127-23-57,35-51-44,236052.932209166,362830.716259882
495,Sangjeon,상전,30014150,Kwater,300105,T/M,Geumgang,334,2003Y 12M?~ 2013Y 08M,1999Y 06M?~ 2013Y 08M,127.4844444,35.80527778,127-29-04,35-48-19,243786.585339856,356547.116966291
496,Cheoncheon 2,천천2,30014160,Kwater,300101,T/M,Geumgang,409,1993Y 01M?~ 2013Y 08M,1993Y 01M?~ 2013Y 08M,127.5113889,35.68472222,127-30-41,35-41-05,246291.734947341,343183.172956976
497,Ancheon,안천,30014170,Kwater,300108,T/M,Geumgang,313,2003Y 12M?~ 2013Y 08M,1999Y 06M?~ 2013Y 08M,127.5433333,35.86888889,127-32-36,35-52-08,249070.12744367,363633.181057172
498,Janggye,장계,30014180,Kwater,300102,T/M,Geumgang,422,2003Y 12M?~ 2013Y 08M,1999Y 06M?~ 2013Y 08M,127.5986111,35.71777778,127-35-55,35-43-04,254164.95053597,346895.481283802
499,Gyebuk 2,계북2,30014190,Kwater,300103,T/M,Geumgang,453,2003Y 12M?~ 2013Y 08M,1999Y 06M?~ 2013Y 08M,127.6294444,35.8075,127-37-46,35-48-27,256890.997436686,356868.222850128
500,Jucheon,주천,30014210,Kwater,300107,T/M,Geumgang,303,2003Y 12M?~ 2013Y 08M,1999Y 07M?~ 2013Y 08M,127.4241667,35.97055556,127-25-27,35-58-14,238258.754890181,374860.715912185
501,Muju,무주,30034010,MOLIT,300303,T/M,Geumgang,230,1980Y 06M?~ 2013Y 08M,1965Y 04M?~ 2013Y 08M,127.6630556,36.01194444,127-39-47,36-00-43,259774.937239398,379573.358264626
502,Jeoksang,적상,30034020,MOLIT,300303,T/M,Geumgang,262,1980Y 08M?~ 2013Y 08M,1973Y 01M?~ 2013Y 08M,127.6566667,35.93138889,127-39-24,35-55-53,259259.142266451,370630.953330454
503,Muju,무주,30034030,Kwater,300303,T/M,Geumgang,390,1984Y 07M?~ 2013Y 08M,1980Y 01M?~ 2013Y 08M,127.6602778,35.89305556,127-39-37,35-53-35,259613.772823797,366379.696592212
504,Baengnyeonsa,백련사,30034040,MOLIT,300301,T/M,Geumgang,922,1983Y 07M?~ 2013Y 08M,1983Y 01M?~ 2013Y 08M,127.7769444,35.88583333,127-46-37,35-53-09,270153.680531703,365655.775275441
505,Mupoong,무풍,30034050,Kwater,300301,T/M,Geumgang,410,1993Y 01M?~ 2013Y 08M,1992Y 07M?~ 2013Y 08M,127.845,35.94944444,127-50-42,35-56-58,276237.780819772,372765.133333121
506,Seolcheon,설천,30034060,Kwater,300302,T/M,Geumgang,240,2001Y 01M?~ 2013Y 08M,1999Y 07M?~ 2013Y 08M,127.7158333,36.01555556,127-42-57,36-00-56,264530.01528421,380007.71933039
507,Geumsan,금산,30041238,KMA,300403,basic,Geumgang,170.6,No Data,No Data,127.48175,36.10562,127-28-54,1936-06-20,243378.520542637,389871.709642637
508,Geumsan,금산,30044030,Kwater,300403,T/M,Geumgang,200,1984Y 07M?~ 2013Y 08M,1980Y 01M?~ 2013Y 08M,127.5347222,36.07416667,127-32-05,1936-04-27,248167.557845796,386406.513363058
